method,scenario,ordered_pair_label,n_rows,metric_spearman_mean,metric_spearman_median,latent_spearman_mean,delta_spearman_mean,model_beats_metric_rate
raw_chamfer,rotation,remesh__to__crop,1,0.098177,0.098177,0.668051,0.569874,1.0
raw_chamfer,rotation,remesh__to__down8k,1,0.323729,0.323729,0.753822,0.430093,1.0
raw_chamfer,rotation,remesh__to__noisy,1,0.599563,0.599563,0.753387,0.153824,1.0
raw_chamfer,rotation,remesh__to__original,1,0.610678,0.610678,0.737116,0.126438,1.0
raw_chamfer,rotation,remesh__to__up60k,1,0.491883,0.491883,0.75848,0.266597,1.0
raw_chamfer,rotation,up60k__to__crop,1,0.057121,0.057121,0.681754,0.624633,1.0
raw_chamfer,rotation,up60k__to__down8k,1,0.533055,0.533055,0.753765,0.22071,1.0
raw_chamfer,rotation,up60k__to__noisy,1,0.576295,0.576295,0.763299,0.187004,1.0
raw_chamfer,rotation,up60k__to__original,1,0.52921,0.52921,0.75193,0.22272,1.0
raw_chamfer,rotation,up60k__to__remesh,1,0.542037,0.542037,0.750684,0.208647,1.0
raw_chamfer,translation,crop__to__down8k,2,-0.10123750000000001,-0.10123750000000001,0.6555329999999999,0.7567705,1.0
raw_chamfer,translation,crop__to__noisy,2,-0.0565865,-0.0565865,0.7217055,0.7782925,1.0
raw_chamfer,translation,crop__to__original,2,-0.04904699999999999,-0.04904699999999999,0.7506980000000001,0.7997449999999999,1.0
raw_chamfer,translation,crop__to__remesh,2,-0.014349,-0.014349,0.6472175,0.6615665,1.0
raw_chamfer,translation,crop__to__up60k,2,-0.0826055,-0.0826055,0.6768255000000001,0.759431,1.0
raw_chamfer,translation,down8k__to__crop,2,0.006945,0.006945,0.661467,0.6545209999999999,1.0
raw_chamfer,translation,down8k__to__noisy,2,0.4704965,0.4704965,0.7724945000000001,0.301998,1.0
raw_chamfer,translation,down8k__to__original,2,0.4079145,0.4079145,0.7673265,0.359413,1.0
raw_chamfer,translation,down8k__to__remesh,2,0.43455049999999995,0.43455049999999995,0.7801104999999999,0.34556,1.0
raw_chamfer,translation,down8k__to__up60k,2,0.6633640000000001,0.6633640000000001,0.7910984999999999,0.127735,1.0
raw_chamfer,translation,noisy__to__crop,2,0.051515,0.051515,0.717187,0.6656725,1.0
raw_chamfer,translation,noisy__to__down8k,2,0.3661055,0.3661055,0.767334,0.4012285,1.0
raw_chamfer,translation,noisy__to__original,2,0.7437965,0.7437965,0.8158805,0.072084,0.5
raw_chamfer,translation,noisy__to__remesh,2,0.6416355,0.6416355,0.7566474999999999,0.115012,1.0
raw_chamfer,translation,noisy__to__up60k,2,0.5717455,0.5717455,0.78257,0.21082449999999997,1.0
raw_chamfer,translation,original__to__crop,2,0.055286,0.055286,0.746439,0.691153,1.0
raw_chamfer,translation,original__to__down8k,2,0.29457099999999997,0.29457099999999997,0.7696585,0.4750875,1.0
raw_chamfer,translation,original__to__noisy,2,0.7231565,0.7231565,0.8201385,0.096982,0.5
raw_chamfer,translation,original__to__remesh,2,0.6257429999999999,0.6257429999999999,0.760095,0.134352,1.0
raw_chamfer,translation,original__to__up60k,2,0.4965085,0.4965085,0.787191,0.2906825,1.0
raw_chamfer,translation,remesh__to__crop,2,0.08054650000000001,0.08054650000000001,0.648928,0.5683815000000001,1.0
raw_chamfer,translation,remesh__to__down8k,2,0.37326000000000004,0.37326000000000004,0.7789325,0.4056725,1.0
raw_chamfer,translation,remesh__to__noisy,2,0.6666114999999999,0.6666114999999999,0.7573415,0.09072999999999999,1.0
raw_chamfer,translation,remesh__to__original,2,0.6751339999999999,0.6751339999999999,0.7510015,0.07586749999999999,1.0
raw_chamfer,translation,remesh__to__up60k,2,0.583535,0.583535,0.7852145,0.20168049999999998,1.0
raw_chamfer,translation,up60k__to__crop,2,0.032763499999999994,0.032763499999999994,0.6741870000000001,0.6414234999999999,1.0
raw_chamfer,translation,up60k__to__down8k,2,0.6419005,0.6419005,0.790381,0.14848050000000002,1.0
raw_chamfer,translation,up60k__to__noisy,2,0.6309165,0.6309165,0.782794,0.15187699999999998,1.0
raw_chamfer,translation,up60k__to__original,2,0.5698835,0.5698835,0.7792475,0.209364,1.0
raw_chamfer,translation,up60k__to__remesh,2,0.5963565,0.5963565,0.7894490000000001,0.1930915,1.0
rigid_chamfer,clean,crop__to__down8k,2,-0.083155,-0.083155,0.672166,0.7553209999999999,1.0
rigid_chamfer,clean,crop__to__noisy,2,-0.045892,-0.045892,0.735606,0.7814989999999999,1.0
rigid_chamfer,clean,crop__to__original,2,-0.035105000000000004,-0.035105000000000004,0.7597285,0.7948335,1.0
rigid_chamfer,clean,crop__to__remesh,2,0.022601000000000003,0.022601000000000003,0.6615375,0.6389370000000001,1.0
rigid_chamfer,clean,crop__to__up60k,2,-0.0489475,-0.0489475,0.6906975,0.739645,1.0
rigid_chamfer,clean,down8k__to__crop,2,0.009804,0.009804,0.6699815,0.6601775000000001,1.0
rigid_chamfer,clean,down8k__to__noisy,2,0.5116915,0.5116915,0.7887715,0.27708,1.0
rigid_chamfer,clean,down8k__to__original,2,0.462595,0.462595,0.7770619999999999,0.3144665,1.0
rigid_chamfer,clean,down8k__to__remesh,2,0.3406395,0.3406395,0.7956745000000001,0.4550355,1.0
rigid_chamfer,clean,down8k__to__up60k,2,0.5504475,0.5504475,0.8054524999999999,0.255005,1.0
rigid_chamfer,clean,noisy__to__crop,2,0.0328245,0.0328245,0.7309295,0.698105,1.0
rigid_chamfer,clean,noisy__to__down8k,2,0.43753549999999997,0.43753549999999997,0.7907735,0.3532375,1.0
rigid_chamfer,clean,noisy__to__original,2,0.6327745,0.6327745,0.8264819999999999,0.193708,1.0
rigid_chamfer,clean,noisy__to__remesh,2,0.5118199999999999,0.5118199999999999,0.7794544999999999,0.2676345,1.0
rigid_chamfer,clean,noisy__to__up60k,2,0.5826215,0.5826215,0.802091,0.21946949999999998,1.0
rigid_chamfer,clean,original__to__crop,2,0.0511755,0.0511755,0.7567005,0.7055245,1.0
rigid_chamfer,clean,original__to__down8k,2,0.382063,0.382063,0.7851045000000001,0.4030415,1.0
rigid_chamfer,clean,original__to__noisy,2,0.61923,0.61923,0.8301615,0.21093150000000002,1.0
rigid_chamfer,clean,original__to__remesh,2,0.53496,0.53496,0.772441,0.23748149999999998,1.0
rigid_chamfer,clean,original__to__up60k,2,0.5712405,0.5712405,0.7990695000000001,0.2278295,1.0
rigid_chamfer,clean,remesh__to__crop,2,0.09390699999999999,0.09390699999999999,0.658424,0.5645175,1.0
rigid_chamfer,clean,remesh__to__down8k,2,0.245187,0.245187,0.7914865,0.5462994999999999,1.0
rigid_chamfer,clean,remesh__to__noisy,2,0.48228150000000003,0.48228150000000003,0.7727535,0.290472,1.0
rigid_chamfer,clean,remesh__to__original,2,0.528263,0.528263,0.760119,0.2318565,1.0
rigid_chamfer,clean,remesh__to__up60k,2,0.445992,0.445992,0.8002245,0.35423249999999995,1.0
rigid_chamfer,clean,up60k__to__crop,2,0.0282455,0.0282455,0.684547,0.6563019999999999,1.0
rigid_chamfer,clean,up60k__to__down8k,2,0.5283415,0.5283415,0.8044325,0.2760905,1.0
rigid_chamfer,clean,up60k__to__noisy,2,0.6266035,0.6266035,0.7969295000000001,0.1703255,1.0
rigid_chamfer,clean,up60k__to__original,2,0.602125,0.602125,0.7875955,0.185471,1.0
rigid_chamfer,clean,up60k__to__remesh,2,0.4852855,0.4852855,0.8047095,0.31942349999999997,1.0
rigid_chamfer,jitter,crop__to__down8k,1,-0.08408,-0.08408,0.585308,0.669388,1.0
rigid_chamfer,jitter,crop__to__noisy,1,-0.047474,-0.047474,0.656367,0.703841,1.0
rigid_chamfer,jitter,crop__to__original,1,-0.037919,-0.037919,0.686659,0.724578,1.0
rigid_chamfer,jitter,crop__to__remesh,1,-0.012533,-0.012533,0.563534,0.576067,1.0
rigid_chamfer,jitter,crop__to__up60k,1,-0.058895,-0.058895,0.627666,0.686561,1.0
rigid_chamfer,jitter,down8k__to__crop,1,0.03463,0.03463,0.608533,0.573903,1.0
rigid_chamfer,jitter,down8k__to__noisy,1,0.420952,0.420952,0.692082,0.27113,1.0
rigid_chamfer,jitter,down8k__to__original,1,0.392983,0.392983,0.710318,0.317335,1.0
rigid_chamfer,jitter,down8k__to__remesh,1,0.331918,0.331918,0.700946,0.369028,1.0
rigid_chamfer,jitter,down8k__to__up60k,1,0.466884,0.466884,0.732286,0.265402,1.0
rigid_chamfer,jitter,noisy__to__crop,1,0.07939,0.07939,0.673984,0.594593,1.0
rigid_chamfer,jitter,noisy__to__down8k,1,0.295876,0.295876,0.684142,0.388265,1.0
rigid_chamfer,jitter,noisy__to__original,1,0.519105,0.519105,0.754559,0.235454,1.0
rigid_chamfer,jitter,noisy__to__remesh,1,0.427139,0.427139,0.667592,0.240453,1.0
rigid_chamfer,jitter,noisy__to__up60k,1,0.415589,0.415589,0.718296,0.302707,1.0
rigid_chamfer,jitter,original__to__crop,1,0.088141,0.088141,0.70845,0.620309,1.0
rigid_chamfer,jitter,original__to__down8k,1,0.244654,0.244654,0.68905,0.444396,1.0
rigid_chamfer,jitter,original__to__noisy,1,0.48533,0.48533,0.756498,0.271168,1.0
rigid_chamfer,jitter,original__to__remesh,1,0.432585,0.432585,0.673952,0.241367,1.0
rigid_chamfer,jitter,original__to__up60k,1,0.386559,0.386559,0.731994,0.345435,1.0
rigid_chamfer,jitter,remesh__to__crop,1,0.119433,0.119433,0.609802,0.490369,1.0
rigid_chamfer,jitter,remesh__to__down8k,1,0.252133,0.252133,0.716177,0.464044,1.0
rigid_chamfer,jitter,remesh__to__noisy,1,0.428697,0.428697,0.69287,0.264173,1.0
rigid_chamfer,jitter,remesh__to__original,1,0.461288,0.461288,0.709636,0.248347,1.0
rigid_chamfer,jitter,remesh__to__up60k,1,0.411044,0.411044,0.754749,0.343705,1.0
rigid_chamfer,jitter,up60k__to__crop,1,0.072557,0.072557,0.641056,0.568499,1.0
rigid_chamfer,jitter,up60k__to__down8k,1,0.382573,0.382573,0.718561,0.335988,1.0
rigid_chamfer,jitter,up60k__to__noisy,1,0.488689,0.488689,0.725033,0.236344,1.0
rigid_chamfer,jitter,up60k__to__original,1,0.485188,0.485188,0.742174,0.256987,1.0
rigid_chamfer,jitter,up60k__to__remesh,1,0.457238,0.457238,0.729244,0.272006,1.0
rigid_chamfer,mixed,crop__to__down8k,1,-0.086745,-0.086745,0.577439,0.664184,1.0
rigid_chamfer,mixed,crop__to__noisy,1,-0.053863,-0.053863,0.651342,0.705204,1.0
rigid_chamfer,mixed,crop__to__original,1,-0.030251,-0.030251,0.665837,0.696089,1.0
rigid_chamfer,mixed,crop__to__remesh,1,-0.006209,-0.006209,0.539709,0.545918,1.0
rigid_chamfer,mixed,crop__to__up60k,1,-0.059523,-0.059523,0.588944,0.648467,1.0
rigid_chamfer,mixed,down8k__to__crop,1,0.027357,0.027357,0.612455,0.585098,1.0
rigid_chamfer,mixed,down8k__to__noisy,1,0.401486,0.401486,0.717819,0.316333,1.0
rigid_chamfer,mixed,down8k__to__original,1,0.374594,0.374594,0.702025,0.327431,1.0
rigid_chamfer,mixed,down8k__to__remesh,1,0.320224,0.320224,0.696967,0.376742,1.0
rigid_chamfer,mixed,down8k__to__up60k,1,0.460305,0.460305,0.726479,0.266174,1.0
rigid_chamfer,mixed,noisy__to__crop,1,0.083795,0.083795,0.680382,0.596587,1.0
rigid_chamfer,mixed,noisy__to__down8k,1,0.280165,0.280165,0.69149,0.411324,1.0
rigid_chamfer,mixed,noisy__to__original,1,0.508763,0.508763,0.755781,0.247018,1.0
rigid_chamfer,mixed,noisy__to__remesh,1,0.400082,0.400082,0.664542,0.26446,1.0
rigid_chamfer,mixed,noisy__to__up60k,1,0.40965,0.40965,0.717892,0.308241,1.0
rigid_chamfer,mixed,original__to__crop,1,0.08767,0.08767,0.677128,0.589459,1.0
rigid_chamfer,mixed,original__to__down8k,1,0.244573,0.244573,0.685209,0.440636,1.0
rigid_chamfer,mixed,original__to__noisy,1,0.479329,0.479329,0.755198,0.275869,1.0
rigid_chamfer,mixed,original__to__remesh,1,0.401039,0.401039,0.673802,0.272762,1.0
rigid_chamfer,mixed,original__to__up60k,1,0.386397,0.386397,0.720967,0.33457,1.0
rigid_chamfer,mixed,remesh__to__crop,1,0.103731,0.103731,0.577727,0.473995,1.0
rigid_chamfer,mixed,remesh__to__down8k,1,0.230977,0.230977,0.690387,0.45941,1.0
rigid_chamfer,mixed,remesh__to__noisy,1,0.415712,0.415712,0.685987,0.270275,1.0
rigid_chamfer,mixed,remesh__to__original,1,0.425927,0.425927,0.670808,0.244881,1.0
rigid_chamfer,mixed,remesh__to__up60k,1,0.396021,0.396021,0.728187,0.332167,1.0
rigid_chamfer,mixed,up60k__to__crop,1,0.069023,0.069023,0.608724,0.539701,1.0
rigid_chamfer,mixed,up60k__to__down8k,1,0.378147,0.378147,0.692304,0.314157,1.0
rigid_chamfer,mixed,up60k__to__noisy,1,0.476832,0.476832,0.723521,0.246689,1.0
rigid_chamfer,mixed,up60k__to__original,1,0.465086,0.465086,0.707648,0.242561,1.0
rigid_chamfer,mixed,up60k__to__remesh,1,0.436232,0.436232,0.710397,0.274164,1.0
rigid_chamfer,rotation,crop__to__down8k,1,-0.086903,-0.086903,0.6663,0.753203,1.0
rigid_chamfer,rotation,crop__to__noisy,1,-0.033682,-0.033682,0.729515,0.763197,1.0
rigid_chamfer,rotation,crop__to__original,1,-0.022824,-0.022824,0.757893,0.780717,1.0
rigid_chamfer,rotation,crop__to__remesh,1,0.043082,0.043082,0.651691,0.608609,1.0
rigid_chamfer,rotation,crop__to__up60k,1,-0.052725,-0.052725,0.675438,0.728163,1.0
rigid_chamfer,rotation,down8k__to__crop,1,0.027433,0.027433,0.6951,0.667667,1.0
rigid_chamfer,rotation,down8k__to__noisy,1,0.472071,0.472071,0.788279,0.316208,1.0
rigid_chamfer,rotation,down8k__to__original,1,0.442856,0.442856,0.775735,0.332878,1.0
rigid_chamfer,rotation,down8k__to__remesh,1,0.336883,0.336883,0.781368,0.444485,1.0
rigid_chamfer,rotation,down8k__to__up60k,1,0.504185,0.504185,0.788502,0.284317,1.0
rigid_chamfer,rotation,noisy__to__crop,1,0.06545,0.06545,0.747052,0.681602,1.0
rigid_chamfer,rotation,noisy__to__down8k,1,0.358536,0.358536,0.771979,0.413443,1.0
rigid_chamfer,rotation,noisy__to__original,1,0.54923,0.54923,0.815636,0.266406,1.0
rigid_chamfer,rotation,noisy__to__remesh,1,0.474837,0.474837,0.760151,0.285314,1.0
rigid_chamfer,rotation,noisy__to__up60k,1,0.496457,0.496457,0.777942,0.281485,1.0
rigid_chamfer,rotation,original__to__crop,1,0.088811,0.088811,0.775261,0.68645,1.0
rigid_chamfer,rotation,original__to__down8k,1,0.321818,0.321818,0.770628,0.44881,1.0
rigid_chamfer,rotation,original__to__noisy,1,0.525914,0.525914,0.820468,0.294554,1.0
rigid_chamfer,rotation,original__to__remesh,1,0.484735,0.484735,0.757792,0.273056,1.0
rigid_chamfer,rotation,original__to__up60k,1,0.476272,0.476272,0.779443,0.303171,1.0
rigid_chamfer,rotation,remesh__to__crop,1,0.119423,0.119423,0.681988,0.562565,1.0
rigid_chamfer,rotation,remesh__to__down8k,1,0.213738,0.213738,0.784779,0.571041,1.0
rigid_chamfer,rotation,remesh__to__noisy,1,0.433757,0.433757,0.775476,0.341719,1.0
rigid_chamfer,rotation,remesh__to__original,1,0.471723,0.471723,0.761318,0.289595,1.0
rigid_chamfer,rotation,remesh__to__up60k,1,0.391161,0.391161,0.789653,0.398492,1.0
rigid_chamfer,rotation,up60k__to__crop,1,0.059131,0.059131,0.700078,0.640947,1.0
rigid_chamfer,rotation,up60k__to__down8k,1,0.447065,0.447065,0.785523,0.338458,1.0
rigid_chamfer,rotation,up60k__to__noisy,1,0.55119,0.55119,0.787786,0.236596,1.0
rigid_chamfer,rotation,up60k__to__original,1,0.536812,0.536812,0.778567,0.241755,1.0
rigid_chamfer,rotation,up60k__to__remesh,1,0.454793,0.454793,0.783964,0.329171,1.0
rigid_chamfer,translation,crop__to__down8k,2,-0.0804925,-0.0804925,0.6651095,0.745602,1.0
rigid_chamfer,translation,crop__to__noisy,2,-0.042619000000000004,-0.042619000000000004,0.7308605,0.7734795,1.0
rigid_chamfer,translation,crop__to__original,2,-0.036172499999999996,-0.036172499999999996,0.7575945,0.793767,1.0
rigid_chamfer,translation,crop__to__remesh,2,0.023823,0.023823,0.6551929999999999,0.63137,1.0
rigid_chamfer,translation,crop__to__up60k,2,-0.0528285,-0.0528285,0.6849925,0.7378205,1.0
rigid_chamfer,translation,down8k__to__crop,2,0.005141999999999999,0.005141999999999999,0.667508,0.662366,1.0
rigid_chamfer,translation,down8k__to__noisy,2,0.507385,0.507385,0.78434,0.2769545,1.0
rigid_chamfer,translation,down8k__to__original,2,0.4613255,0.4613255,0.7756585,0.3143325,1.0
rigid_chamfer,translation,down8k__to__remesh,2,0.33569000000000004,0.33569000000000004,0.7906475,0.454957,1.0
rigid_chamfer,translation,down8k__to__up60k,2,0.5495909999999999,0.5495909999999999,0.8013825000000001,0.251791,1.0
rigid_chamfer,translation,noisy__to__crop,2,0.0343875,0.0343875,0.7264455000000001,0.6920580000000001,1.0
rigid_chamfer,translation,noisy__to__down8k,2,0.43472299999999997,0.43472299999999997,0.7822035,0.34748,1.0
rigid_chamfer,translation,noisy__to__original,2,0.632447,0.632447,0.824283,0.191836,1.0
rigid_chamfer,translation,noisy__to__remesh,2,0.505004,0.505004,0.7704765,0.2654725,1.0
rigid_chamfer,translation,noisy__to__up60k,2,0.5837475,0.5837475,0.7953035,0.211556,1.0
rigid_chamfer,translation,original__to__crop,2,0.047734,0.047734,0.7538035000000001,0.70607,1.0
rigid_chamfer,translation,original__to__down8k,2,0.386089,0.386089,0.7804445,0.3943565,1.0
rigid_chamfer,translation,original__to__noisy,2,0.6180049999999999,0.6180049999999999,0.828452,0.210447,1.0
rigid_chamfer,translation,original__to__remesh,2,0.5316544999999999,0.5316544999999999,0.7685919999999999,0.2369375,1.0
rigid_chamfer,translation,original__to__up60k,2,0.564696,0.564696,0.796048,0.231352,1.0
rigid_chamfer,translation,remesh__to__crop,2,0.090443,0.090443,0.654453,0.5640105,1.0
rigid_chamfer,translation,remesh__to__down8k,2,0.245664,0.245664,0.7877235,0.5420594999999999,1.0
rigid_chamfer,translation,remesh__to__noisy,2,0.483251,0.483251,0.7676069999999999,0.2843555,1.0
rigid_chamfer,translation,remesh__to__original,2,0.529361,0.529361,0.758136,0.228775,1.0
rigid_chamfer,translation,remesh__to__up60k,2,0.4475745,0.4475745,0.7948085,0.34723400000000004,1.0
rigid_chamfer,translation,up60k__to__crop,2,0.0253565,0.0253565,0.680723,0.655367,1.0
rigid_chamfer,translation,up60k__to__down8k,2,0.526537,0.526537,0.8004290000000001,0.2738925,1.0
rigid_chamfer,translation,up60k__to__noisy,2,0.626176,0.626176,0.7929075000000001,0.1667315,1.0
rigid_chamfer,translation,up60k__to__original,2,0.5991854999999999,0.5991854999999999,0.7863264999999999,0.187141,1.0
rigid_chamfer,translation,up60k__to__remesh,2,0.485243,0.485243,0.799171,0.313928,1.0
rigid_cpd_chamfer,clean,crop__to__down8k,1,0.016236,0.016236,0.667637,0.651401,1.0
rigid_cpd_chamfer,clean,crop__to__noisy,1,0.005136,0.005136,0.736932,0.731796,1.0
rigid_cpd_chamfer,clean,crop__to__original,1,0.056894,0.056894,0.759814,0.70292,1.0
rigid_cpd_chamfer,clean,crop__to__remesh,1,0.023699,0.023699,0.658349,0.63465,1.0
rigid_cpd_chamfer,clean,crop__to__up60k,1,0.002994,0.002994,0.686665,0.683672,1.0
rigid_cpd_chamfer,clean,down8k__to__crop,1,-0.025937,-0.025937,0.692248,0.718185,1.0
rigid_cpd_chamfer,clean,down8k__to__noisy,1,-0.017696,-0.017696,0.793218,0.810913,1.0
rigid_cpd_chamfer,clean,down8k__to__original,1,-0.012071,-0.012071,0.780879,0.79295,1.0
rigid_cpd_chamfer,clean,down8k__to__remesh,1,-0.037055,-0.037055,0.795255,0.83231,1.0
rigid_cpd_chamfer,clean,down8k__to__up60k,1,-0.015462,-0.015462,0.803707,0.819169,1.0
rigid_cpd_chamfer,clean,noisy__to__crop,1,0.012536,0.012536,0.747472,0.734936,1.0
rigid_cpd_chamfer,clean,noisy__to__down8k,1,0.012251,0.012251,0.779347,0.767096,1.0
rigid_cpd_chamfer,clean,noisy__to__original,1,0.015824,0.015824,0.820523,0.804699,1.0
rigid_cpd_chamfer,clean,noisy__to__remesh,1,-0.002791,-0.002791,0.770576,0.773367,1.0
rigid_cpd_chamfer,clean,noisy__to__up60k,1,0.012052,0.012052,0.790981,0.778929,1.0
rigid_cpd_chamfer,clean,original__to__crop,1,-0.001945,-0.001945,0.770836,0.77278,1.0
rigid_cpd_chamfer,clean,original__to__down8k,1,0.006626,0.006626,0.772341,0.765715,1.0
rigid_cpd_chamfer,clean,original__to__noisy,1,0.001133,0.001133,0.822388,0.821255,1.0
rigid_cpd_chamfer,clean,original__to__remesh,1,0.007074,0.007074,0.761843,0.754769,1.0
rigid_cpd_chamfer,clean,original__to__up60k,1,0.035362,0.035362,0.786672,0.75131,1.0
rigid_cpd_chamfer,clean,remesh__to__crop,1,0.027299,0.027299,0.684899,0.6576,1.0
rigid_cpd_chamfer,clean,remesh__to__down8k,1,-0.008166,-0.008166,0.795735,0.8039,1.0
rigid_cpd_chamfer,clean,remesh__to__noisy,1,-0.006728,-0.006728,0.784484,0.791212,1.0
rigid_cpd_chamfer,clean,remesh__to__original,1,0.045456,0.045456,0.770669,0.725213,1.0
rigid_cpd_chamfer,clean,remesh__to__up60k,1,0.035995,0.035995,0.805621,0.769626,1.0
rigid_cpd_chamfer,clean,up60k__to__crop,1,0.036114,0.036114,0.70522,0.669106,1.0
rigid_cpd_chamfer,clean,up60k__to__down8k,1,0.043993,0.043993,0.798419,0.754426,1.0
rigid_cpd_chamfer,clean,up60k__to__noisy,1,0.022616,0.022616,0.797932,0.775315,1.0
rigid_cpd_chamfer,clean,up60k__to__original,1,0.039411,0.039411,0.788413,0.749002,1.0
rigid_cpd_chamfer,clean,up60k__to__remesh,1,-0.000332,-0.000332,0.800763,0.801095,1.0
rigid_cpd_chamfer,jitter,crop__to__down8k,1,0.034821,0.034821,0.585308,0.550487,1.0
rigid_cpd_chamfer,jitter,crop__to__noisy,1,-0.011718,-0.011718,0.656367,0.668085,1.0
rigid_cpd_chamfer,jitter,crop__to__original,1,0.02878,0.02878,0.686659,0.657878,1.0
rigid_cpd_chamfer,jitter,crop__to__remesh,1,0.028777,0.028777,0.563534,0.534757,1.0
rigid_cpd_chamfer,jitter,crop__to__up60k,1,0.01102,0.01102,0.627666,0.616646,1.0
rigid_cpd_chamfer,jitter,down8k__to__crop,1,0.001142,0.001142,0.608533,0.607391,1.0
rigid_cpd_chamfer,jitter,down8k__to__noisy,1,0.016908,0.016908,0.692082,0.675174,1.0
rigid_cpd_chamfer,jitter,down8k__to__original,1,0.050686,0.050686,0.710318,0.659632,1.0
rigid_cpd_chamfer,jitter,down8k__to__remesh,1,0.043476,0.043476,0.700946,0.65747,1.0
rigid_cpd_chamfer,jitter,down8k__to__up60k,1,0.034972,0.034972,0.732286,0.697314,1.0
rigid_cpd_chamfer,jitter,noisy__to__crop,1,-0.006984,-0.006984,0.673984,0.680968,1.0
rigid_cpd_chamfer,jitter,noisy__to__down8k,1,0.032281,0.032281,0.684142,0.651861,1.0
rigid_cpd_chamfer,jitter,noisy__to__original,1,0.019499,0.019499,0.754559,0.73506,1.0
rigid_cpd_chamfer,jitter,noisy__to__remesh,1,0.002539,0.002539,0.667592,0.665053,1.0
rigid_cpd_chamfer,jitter,noisy__to__up60k,1,-0.002822,-0.002822,0.718296,0.721118,1.0
rigid_cpd_chamfer,jitter,original__to__crop,1,-0.056172,-0.056172,0.70845,0.764622,1.0
rigid_cpd_chamfer,jitter,original__to__down8k,1,0.010993,0.010993,0.68905,0.678057,1.0
rigid_cpd_chamfer,jitter,original__to__noisy,1,-0.02004,-0.02004,0.756498,0.776537,1.0
rigid_cpd_chamfer,jitter,original__to__remesh,1,-0.014242,-0.014242,0.673952,0.688194,1.0
rigid_cpd_chamfer,jitter,original__to__up60k,1,0.005334,0.005334,0.731994,0.726661,1.0
rigid_cpd_chamfer,jitter,remesh__to__crop,1,-0.026908,-0.026908,0.609802,0.63671,1.0
rigid_cpd_chamfer,jitter,remesh__to__down8k,1,0.00785,0.00785,0.716177,0.708327,1.0
rigid_cpd_chamfer,jitter,remesh__to__noisy,1,-0.000152,-0.000152,0.69287,0.693022,1.0
rigid_cpd_chamfer,jitter,remesh__to__original,1,-0.00405,-0.00405,0.709636,0.713686,1.0
rigid_cpd_chamfer,jitter,remesh__to__up60k,1,-0.00554,-0.00554,0.754749,0.760289,1.0
rigid_cpd_chamfer,jitter,up60k__to__crop,1,-0.01604,-0.01604,0.641056,0.657095,1.0
rigid_cpd_chamfer,jitter,up60k__to__down8k,1,0.05451,0.05451,0.718561,0.664051,1.0
rigid_cpd_chamfer,jitter,up60k__to__noisy,1,0.021927,0.021927,0.725034,0.703107,1.0
rigid_cpd_chamfer,jitter,up60k__to__original,1,0.04184,0.04184,0.742174,0.700334,1.0
rigid_cpd_chamfer,jitter,up60k__to__remesh,1,0.040371,0.040371,0.729244,0.688872,1.0
rigid_cpd_chamfer,mixed,crop__to__down8k,1,0.020784,0.020784,0.577439,0.556655,1.0
rigid_cpd_chamfer,mixed,crop__to__noisy,1,0.000584,0.000584,0.651342,0.650758,1.0
rigid_cpd_chamfer,mixed,crop__to__original,1,0.017944,0.017944,0.665837,0.647893,1.0
rigid_cpd_chamfer,mixed,crop__to__remesh,1,0.026326,0.026326,0.539709,0.513383,1.0
rigid_cpd_chamfer,mixed,crop__to__up60k,1,0.016344,0.016344,0.588944,0.5726,1.0
rigid_cpd_chamfer,mixed,down8k__to__crop,1,0.00122,0.00122,0.612455,0.611235,1.0
rigid_cpd_chamfer,mixed,down8k__to__noisy,1,-0.008452,-0.008452,0.717819,0.726271,1.0
rigid_cpd_chamfer,mixed,down8k__to__original,1,-0.023053,-0.023053,0.702025,0.725079,1.0
rigid_cpd_chamfer,mixed,down8k__to__remesh,1,-0.011167,-0.011167,0.696967,0.708133,1.0
rigid_cpd_chamfer,mixed,down8k__to__up60k,1,0.007765,0.007765,0.726479,0.718715,1.0
rigid_cpd_chamfer,mixed,noisy__to__crop,1,0.023269,0.023269,0.680382,0.657112,1.0
rigid_cpd_chamfer,mixed,noisy__to__down8k,1,0.015508,0.015508,0.69149,0.675982,1.0
rigid_cpd_chamfer,mixed,noisy__to__original,1,0.002325,0.002325,0.755781,0.753456,1.0
rigid_cpd_chamfer,mixed,noisy__to__remesh,1,0.018307,0.018307,0.664542,0.646236,1.0
rigid_cpd_chamfer,mixed,noisy__to__up60k,1,0.015486,0.015486,0.717892,0.702406,1.0
rigid_cpd_chamfer,mixed,original__to__crop,1,0.039467,0.039467,0.677128,0.637661,1.0
rigid_cpd_chamfer,mixed,original__to__down8k,1,0.022026,0.022026,0.685209,0.663184,1.0
rigid_cpd_chamfer,mixed,original__to__noisy,1,0.046307,0.046307,0.755198,0.708891,1.0
rigid_cpd_chamfer,mixed,original__to__remesh,1,0.037141,0.037141,0.673802,0.636661,1.0
rigid_cpd_chamfer,mixed,original__to__up60k,1,0.046839,0.046839,0.720967,0.674128,1.0
rigid_cpd_chamfer,mixed,remesh__to__crop,1,0.006115,0.006115,0.577727,0.571612,1.0
rigid_cpd_chamfer,mixed,remesh__to__down8k,1,0.0018,0.0018,0.690387,0.688586,1.0
rigid_cpd_chamfer,mixed,remesh__to__noisy,1,-0.008373,-0.008373,0.685987,0.69436,1.0
